ID,stage1_temp,stage2_temp,stage3_temp,stage4_temp,stage5_temp,stage1_humidity,stage2_humidity,stage3_humidity,stage4_humidity,stage5_humidity,stage1_flow_deviation,stage1_density_deviation,stage1_viscosity_deviation,stage1_co2_deviation,stage1_o2_deviation,stage1_n_deviation,stage2_flow_deviation,stage2_density_deviation,stage2_viscosity_deviation,stage2_co2_deviation,stage2_o2_deviation,stage2_n_deviation,stage3_flow_deviation,stage3_density_deviation,stage3_viscosity_deviation,stage3_co2_deviation,stage3_o2_deviation,stage3_n_deviation,stage4_flow_deviation,stage4_density_deviation,stage4_viscosity_deviation,stage4_co2_deviation,stage4_o2_deviation,stage4_n_deviation,stage5_flow_deviation,stage5_density_deviation,stage5_viscosity_deviation,stage5_co2_deviation,stage5_o2_deviation,stage5_n_deviation,target
15314,31.88,31.57,30.01,29.34,30.13,74.46,70.97,73.08,70.74,68.65,0.080440255,0.350293716,3.360580395,-1.852083987,0.731167848,0.851704596,0.811139799,-7.310959592,-0.285055593,0.543471414,1.362168997,-1.100213033,1.939831155,0.555774713,-0.381571866,1.452016127,-4.631754448,-2.983900989,-1.402512277,-4.713117162,0.811139799,-9.688386494,2.181856319,-0.613664586,-4.385913769,-9.267073148,-1.754039036,2.6294739,0.135462541,-0.033056199,1
15321,29.59,31.37,28.93,28.91,31.82,68.54,71.79,74.22,76.34,75.25,1.776207449,2.767379465,0.30174611,1.107265058,-0.973982337,-0.20453848,-5.319080979,0.332355595,-2.004732324,0.24904954,0.434996139,0.79573938,-0.200892652,-1.461344249,-1.198890184,1.433863238,-1.883026545,0.79573938,0.054319598,0.765197729,-3.331641426,1.034978079,-2.904930247,-0.960683588,-2.904930247,-4.489971033,0.976826596,0.47961591,1.210684298,-1.352476984,1
15323,29.71,30.91,28.18,28.7,30.25,72.7,73.46,78.39,75.81,69.06,-5.069514314,-0.077603802,0.102318672,-0.064022793,-0.087108985,-0.094438547,-5.265660522,7.697177305,3.682832995,0.736647553,-0.276982808,0.311191896,5.161457615,3.173068374,-2.863367215,2.2147154,-1.990526821,0.311191896,1.392970931,2.228607546,-5.265660522,-6.45146502,-1.289037725,1.109116443,-1.289037725,-0.40747125,0.079471196,1.057437021,-0.689664711,-1.12274364,1
15327,28.11,29.39,30.7,31.39,29.02,75.92,78.44,68.65,72.91,74.44,1.345844913,-3.525981819,-3.897314023,-0.620053587,0.23552062,1.533747181,-13.71979022,-2.483304472,-0.414011683,1.467298376,0.890615382,1.913976486,0.733031889,0.972147514,-3.75632319,3.941040333,0.675045281,1.913976486,-2.683047731,2.187559081,1.445844359,11.8255566,-2.555493547,0.289967009,-0.063607154,-10.08050905,0.79932198,1.757735963,3.118763674,-1.354598562,1
15341,29.14,31.27,29.18,29.01,29.75,68.89,69.32,69.47,77.74,68.71,-6.014143769,3.587462486,-2.24530007,-0.723433202,-0.783906433,1.235483181,-9.186614941,7.095163165,2.191244651,-3.90148287,0.569465849,-2.709864598,4.109918217,1.862667585,-1.59107386,-2.450840256,-3.462258777,-1.658920089,-0.216861321,-0.505837854,-9.186614941,-1.175504921,-1.501863326,1.168161272,-1.501863326,-0.047484364,1.162023561,3.008711114,0.683746008,1.682461679,1
15343,31.81,31.1,29.13,29.09,28.27,76.35,69.99,70.64,73.02,75.4,-0.385856842,1.663859924,2.79478807,-3.777079133,1.999549769,-0.67406611,4.800574751,-0.259746932,1.742945974,1.902927588,-0.088511547,1.140845435,2.537138891,-0.345310026,-0.017329148,1.100486301,-1.134597506,1.140845435,2.649059978,-0.383699589,4.800574751,-7.080558456,2.124181708,1.215024435,2.124181708,4.890058358,-3.683949368,-0.320674851,-1.695414006,3.167812729,1
15347,30.78,29.53,28.2,31,30.17,73.25,68.49,67.47,71.49,73.45,-0.267971281,2.706653232,-0.303424013,0.091823397,0.232559011,1.421522999,-8.703512575,-2.503834698,-3.499939408,1.751997521,0.404623543,0.009981832,-2.29177538,-1.160980037,-3.345653861,2.873283631,1.860819685,2.724908446,0.89967411,-0.348459747,-8.703512575,7.431738391,-2.820187206,-0.848568878,-2.820187206,0.847758764,3.700796013,2.384413168,1.236145804,0.863092918,1
15352,29.95,30.38,31.76,29.2,29.85,73.75,68.64,74.56,77.43,70.21,4.919168615,1.819388765,-2.3601624,1.435262193,-1.983994386,0.937261942,14.09031613,-4.755748343,3.273210982,-0.275677702,0.752759741,-2.362226056,-4.012097879,0.889164807,0.136135886,-2.158999294,-2.791469624,-2.362226056,0.669200428,-3.2199073,14.09031613,-7.936304629,-2.174545086,0.555090937,0.962562812,-1.340322121,0.244427887,-0.409811935,-4.400729213,-0.534160032,1
15353,31.19,28.03,31.79,31.07,28.47,71.46,75.17,69.69,77.17,68.72,3.216844319,5.155572608,-1.367629226,2.392597986,0.053683989,1.786688365,-0.963491048,5.524161048,2.779740896,-0.072159375,0.021287171,-0.520424424,-0.167122458,-1.543225631,-1.433855767,-0.205860994,2.970269485,-0.520424424,1.50615784,3.787030799,-0.963491048,11.87963017,-1.933984961,-0.756891661,-1.933984961,1.5450881,0.532018213,1.578454591,3.434422194,-2.066831062,1
15364,28.64,30.62,28.44,28.4,31.19,78.58,77.77,68.63,68.06,75.89,1.139779273,3.094151546,3.449367313,-2.3376334,0.181986516,-0.552713254,-7.968525529,-15.67347704,-0.15160555,-3.743823304,1.082944188,-3.775875273,-9.641229264,-1.799796037,-2.480831757,-2.919104825,-2.846204843,-3.775875273,-2.139549897,-4.010892769,-7.968525529,4.979811542,-3.81299507,-0.03904675,-3.81299507,3.600154267,2.528952534,-0.245696212,-0.318489619,0.441168286,1
15365,30.13,30.97,28.61,31.25,30.18,70.8,76.8,71.44,70.87,77.53,1.967418819,6.248351315,0.951010585,-3.489948806,-1.254789611,-0.752437186,-12.74641476,-0.540156924,3.897183325,-2.137534546,1.102765907,-2.658555347,-8.710363427,-1.961654481,-2.753711882,9.023031401,-4.361446251,-2.658555347,1.267062199,2.102969719,-1.337118296,-8.397839911,-1.535318189,0.295376899,-1.449620563,-16.73183154,2.716919888,-4.664840792,2.020284353,0.830985353,1
15367,31.44,29.37,28.28,31.94,28.76,68.86,69.4,75.72,70.11,67.2,3.62269791,-2.172739319,0.840850187,2.82788883,0.566156226,-1.379857879,9.508154542,-11.2936776,-6.087508801,-1.855597025,1.364155311,0.273701245,12.06041066,-4.911470306,-1.856627049,-5.398400466,0.610328922,0.273701245,1.696932731,-3.006848868,9.508154542,6.714215671,5.620438111,0.03700179,5.620438111,18.5128239,3.092854595,3.109950474,2.116744533,1.610619488,1
15374,28.02,28.67,29.69,31.04,28.47,75.11,71.89,73.1,76.64,67.18,2.138073996,2.346763218,0.790163491,-1.525593364,1.405420031,0.269906146,-1.17861372,1.378337142,-2.998850829,-0.356262069,0.085317565,-1.282664074,0.274499866,-3.935201194,-2.140311684,1.209492329,-0.223820399,-1.282664074,-0.50256403,-3.121057892,-1.17861372,1.802840173,1.40998109,1.533213153,3.084176548,0.75056531,0.376427914,3.650260569,0.625921914,4.297678824,1
15383,30.36,29.12,31.04,29.31,28.64,70.8,73.6,69.37,67.04,71.13,0.5414763,2.487270375,-3.18456986,1.880529151,-0.583695082,0.290740487,4.540359397,4.10281544,-1.764319096,4.448539549,0.586370769,-2.927967509,-5.687642479,-2.025933988,1.215948539,-1.710316938,-1.659666871,-2.927967509,1.53897315,-2.574443283,4.540359397,-12.98597131,2.527398982,-0.471256865,2.527398982,2.650191864,-0.052028986,-4.34469855,2.082483029,-1.674328608,1
15385,31.84,30.54,28.84,31.58,29.76,78.74,73.27,69.25,67.15,68.03,0.059089644,-1.379756167,-1.207523249,-0.840120786,1.605015471,-0.285321395,4.508714518,10.593249,-3.951883709,1.339584363,1.061019355,-3.014054566,-1.114068328,-1.538245104,-0.096425834,-0.810774365,-1.717512202,-3.014054566,0.807851708,-0.207131807,4.508714518,-1.663894149,-0.931415761,-1.697811678,-0.931415761,1.050178012,-0.727591243,0.998237234,-0.910884497,-1.135396594,1
15389,29.98,31.13,29.13,28.12,31.5,76.88,69.21,68.99,78.02,78.28,2.162272664,4.036644331,2.822713467,-3.122446455,1.271101691,0.25983658,5.900952022,-11.05032987,-4.780891148,-0.676263013,-1.775100751,-0.10723872,6.298961273,-0.417338907,-5.779645475,-1.641861941,0.394054565,-0.10723872,-4.683438033,0.857782169,5.900952022,2.219346959,5.483525317,-1.12557441,5.483525317,6.581181564,3.179267187,-2.438416971,-0.678724185,2.305998284,1
15391,28.64,29.18,29.45,30.31,28.59,77.31,72.55,70.18,78.34,69.86,1.047387832,-0.176122823,1.102001487,2.813846512,-1.363813084,1.835379118,4.308690653,-1.183078926,-0.647898969,-2.162234177,-0.454057518,1.109599213,-0.241202309,-0.920292284,0.361390937,-4.153057473,-2.410566348,1.109599213,-2.085937564,-1.557059305,4.308690653,7.540596423,0.707250669,0.708404224,0.707250669,3.35275796,-1.500483333,2.865367224,1.893732867,0.372434974,1
15399,29.33,29.74,30.6,30.14,31.19,73.73,74.75,68.1,70.41,73.25,-1.517576283,3.349480123,-0.214930936,1.334461629,-0.454675593,-0.814544845,6.464633846,-8.868388798,-2.038315368,-3.313850572,0.63946436,5.897355772,-6.3404799,2.856401188,2.379543443,-3.022902666,-1.748954039,5.897355772,2.726326227,0.097715222,6.464633846,0.388982809,3.889309276,-0.24048896,3.889309276,-5.721058567,-2.299655808,1.53042692,-4.272853777,-1.921830071,1
15402,30.81,31.69,31.29,29.03,30.92,76.01,69.81,76.54,73.1,71.56,2.259848145,1.718506546,5.045903142,0.84145605,-0.1784486,0.549858434,1.841773004,-6.891050124,-1.470429339,0.827044731,-2.38368728,-2.573665921,2.278501463,-1.106350953,-2.703890304,2.37558213,-0.490793832,-2.573665921,-1.619676662,-5.904035481,-3.134278896,-6.254623065,-0.679007008,0.076898866,-0.679007008,3.994819375,-2.114701334,2.466773334,-0.605036121,5.588526623,1
15404,28.75,31.45,28.78,31.69,30.04,75.78,72.18,76.2,73.01,71.44,-1.16306953,1.490173115,1.297500719,-0.141234369,-0.209575171,0.587202933,-0.74906723,6.923122744,-2.645293525,1.511129198,-0.618482366,-0.191936178,-0.732404986,0.604403277,1.338859492,5.244744799,-5.725484585,-0.191936178,1.55175397,2.7173416,-0.74906723,-11.011175,0.066133482,0.57842668,-0.767259632,-9.571204146,2.429053777,-2.60159325,2.102355289,0.768226141,1
15405,29.96,31.69,28.46,31.76,31.99,75.73,78.75,68.28,75.49,70.24,-0.93064146,1.200484391,4.344505856,0.203675503,-0.310679742,-1.206011021,1.784242505,4.221500519,-0.564756415,2.232281633,2.228369832,-1.093676965,4.391040353,-0.608919872,3.017181898,4.177674284,2.270512879,2.858614617,0.774145214,-1.073502916,1.784242505,-5.400336503,0.438703726,0.645117026,-1.624481106,6.655604044,3.467889969,1.338643605,0.658494826,0.230213647,1
15408,30.49,29.87,28.32,30.68,29.51,73.5,70.03,77.25,77.73,71.35,-0.23335725,2.087898971,0.687919309,0.235778661,-0.054995896,0.153141677,3.424230631,-8.962451449,-1.120027531,1.19417876,0.235504361,-0.644775959,-0.604544586,2.367287952,1.17417557,-1.309512054,-1.403961696,-0.644775959,-2.853414048,-2.178419583,3.424230631,-4.114600478,-2.067333272,-0.653997883,-2.067333272,0.670842944,2.54752465,-1.43690475,1.638495279,-1.036449306,1
15417,28.97,29.12,28.12,30.22,30.15,69.18,76.05,70.53,78.97,76.47,-0.053361096,2.553521389,-0.606205753,-0.627189115,0.973855259,-1.793730102,1.819552374,13.04287925,-2.98107167,1.622629154,-0.457072328,-2.468933931,10.89361506,-1.153412416,-0.274146188,3.009261284,-0.091205599,-2.468933931,3.469967026,3.848164709,1.819552374,4.227658347,0.952833322,0.289624158,0.952833322,-4.027449331,-2.80353075,-2.65949603,-0.919555287,-0.623584515,1
15423,28.92,28.45,29.5,28.37,31.81,76.07,72.76,67.33,75.42,75.18,-1.085789139,0.225212251,-3.458735154,-0.241997395,-0.091055689,0.231810103,-2.212914875,-3.17891114,0.842800964,-0.06786236,0.213923443,-0.180626133,-5.12695861,-3.449194865,-0.709819058,0.493398589,-2.836737292,-0.180626133,0.771331606,-2.939185019,-2.212914875,-3.876969096,3.227683172,0.164902069,3.227683172,0.96817138,-0.452704017,3.125655111,0.989847751,-0.640649378,1
15432,31.76,28.94,29.34,31.02,30.16,68.85,75.86,76.78,77.89,67.14,-1.84554137,-2.188474668,-1.692421842,-0.032746261,-0.12486162,0.124344246,2.656504572,4.788274082,1.489452996,0.400981371,0.812950337,1.437034757,1.550956342,1.663944665,4.893087966,2.917284777,2.334661603,1.437034757,4.118357454,1.960633035,2.656504572,-11.56714581,4.602063016,0.192597532,4.602063016,-3.339491032,1.989072663,-1.094251572,-1.767494307,-1.688619413,1
15437,30.14,29.89,29.1,30.85,31.24,69.68,78.15,74.54,68.05,68.15,-2.123881678,-0.056416351,0.576162313,-1.250316539,0.199725218,0.077766357,-3.058430725,-1.563077799,1.711384841,4.061092564,-0.0558676,-1.261234282,-3.962795427,-2.915247738,1.727479952,1.035970302,-1.453128381,-1.261234282,2.78389194,-4.083904034,-7.328487164,-0.697327179,-1.585484033,-1.402109331,-1.976747904,-1.270227953,1.645190923,3.60411883,2.36229641,-0.477664544,1
15450,29.7,28.43,31.51,30.27,28.43,75.45,68.71,77.03,70.12,78.26,-2.074953035,1.744874964,-2.351483868,-3.213592118,0.358962933,0.674245739,-17.03660173,1.602768086,0.155677482,-1.040311589,1.250479542,3.774358578,-5.456059737,-1.589027913,-3.710879509,5.698253761,2.423102282,3.774358578,-0.653064707,-0.039494486,-17.03660173,-0.765029725,-1.549960602,1.033188889,-1.549960602,-10.35707786,-0.786293282,-4.025268105,1.142094423,-3.290333895,1
15456,28.99,30.34,31.9,29.51,28.93,71.58,74.99,72.78,69.97,73.65,-1.8755795,0.121043473,-1.299296016,1.178231188,0.691607901,0.86805094,-2.065658918,-1.242299171,-0.981384245,-2.745412142,0.675274855,2.073823454,-6.178074638,-2.62809646,-3.767641517,-3.396246255,1.11442813,2.073823454,1.183835783,-0.383341156,-2.065658918,-2.562054268,0.14719437,-0.909834927,2.827152083,4.085524681,1.76472714,1.403851291,-3.72869093,4.304760233,1
15468,30.86,28.28,31.08,29.93,28.03,76.6,70.67,69.04,69.86,69.29,2.70924475,2.806864192,-0.311871521,2.767070891,-0.290382063,0.832193082,2.446931299,-0.341580128,1.269077368,-1.382100595,-0.184805777,4.36685331,-3.433349515,-2.025646133,-2.544846018,-2.034058234,3.086020242,4.36685331,-1.598078249,1.317717314,2.446931299,-6.455615853,4.280851996,0.551065618,4.280851996,5.934324804,-3.769672119,0.220119398,-2.246156614,-2.334560793,1
15472,28.88,30.49,29.18,29.97,29.04,73,67.64,68.29,74.37,74.71,-2.555310053,-1.275517322,-1.386726774,1.646843664,1.346630371,-0.236140898,-7.494458842,4.065541534,-0.365243289,-1.479372269,-0.358467532,-1.421537124,4.996369398,0.428135923,-2.192667069,1.764133414,-2.280224693,-1.421537124,-0.346345019,-0.380989662,-0.005784378,-2.083385812,2.459400547,0.857092279,-1.962119548,2.944399939,2.457799735,3.362829772,-1.860914227,-0.961867947,1
15479,28.77,31.89,29.73,29.28,30.11,72.27,67.48,70.27,77.57,77.25,-2.262737223,1.261964412,0.619627332,1.014364205,0.351985013,-0.787618722,-2.304166883,8.061550712,3.226838955,1.95247936,-0.107074588,4.351376587,7.757714428,-0.99050315,4.584276107,1.348842843,3.380928299,4.351376587,2.578363566,-0.220449703,-2.304166883,-6.146369484,-0.6350963,2.00761012,-0.6350963,3.792111111,-0.144152928,1.776716744,-1.000833393,0.882543782,1
15483,28.74,29.43,29.21,30.89,29.02,78.45,70.83,75.51,70.17,69.71,-4.500884456,2.707619257,0.512262072,2.205988531,0.669467039,-1.174005786,-9.189458965,11.38672933,0.65906648,2.322124342,-1.013910771,1.508721541,3.975686323,-0.402250704,-1.550662392,7.430302473,-1.752517428,0.156645777,-0.148396303,4.539685683,-9.189458965,3.820032506,-6.884881917,0.843459753,-6.884881917,-8.981542272,2.620026503,-0.493049701,1.885924803,-0.378434991,1
15485,28.25,31.06,30.21,30.97,31.95,71.42,77.03,70.35,76.57,73.91,-3.975690002,0.098125072,-1.026733483,-0.984720249,-0.476393513,-0.917789122,1.619900785,3.414162427,5.359317847,0.1317009,0.265883354,1.630686322,-4.369539808,0.387142941,0.055042769,-0.049663181,-0.04181186,1.630686322,5.603524796,2.331827686,-7.481798737,3.495719076,-1.964591147,0.361291538,-1.820182627,-7.479851761,2.311450629,-1.213654006,-0.984517543,-5.857678337,1
15489,28.78,28.83,30.67,30.5,31.77,75.5,74.74,69.31,67.16,78.01,-0.590119968,0.99049641,-0.233700774,-3.824104531,1.135852389,0.110780195,-16.89469158,-5.315066513,2.193457295,0.713574533,-0.585578655,1.730324446,-9.469086808,-1.603447725,-4.208620257,3.758018847,-0.620401701,1.730324446,1.199017503,-4.184361142,-16.89469158,-7.555290087,0.282160494,-0.597315749,0.282160494,-2.509959133,0.910581289,-5.264426442,0.709985398,2.266927344,1
15501,29.97,28.49,29.19,30.61,29.14,68.88,77.7,75.12,68.7,77.68,2.686354653,0.396531904,0.442982084,-0.306053551,1.239582343,0.241358769,7.56868199,5.511554354,2.787902498,3.733696694,-0.681506118,2.596922318,-0.341331331,-1.398701986,9.569501338,2.642045419,4.200084957,2.596922318,-1.696467591,0.105673966,7.56868199,-1.357108055,-2.489561445,0.486718963,0.068579629,-8.628926513,1.483983828,1.937421997,-1.62861349,-4.59493146,1
15505,29.51,31.56,30.88,29.7,29.95,67.46,70.09,69.68,69.16,74.75,5.45997514,2.053445685,3.367804754,-1.865268202,1.527501616,-2.199974896,-2.803753403,-24.77394523,2.761437069,0.429284189,0.997651969,-1.714275299,9.864495603,5.43723607,0.433864156,0.613886689,-1.503041455,-1.714275299,-4.16488656,-9.781359686,-2.803753403,-13.23856939,-1.11192004,-0.598128843,-2.480277087,2.61729698,-0.079497523,3.268416584,-0.707219542,-1.078969216,1
15522,30.33,31.93,29.21,28.09,29.78,73.14,71.26,73.73,76.68,73.34,-4.858194422,-0.975523196,0.151187464,-0.264780872,0.274822727,-1.581182364,-11.49130865,-8.072835321,1.228309182,-5.147735715,1.082104357,-1.003525035,-2.320692667,-2.116082317,-3.940220821,0.756443477,1.718014678,-1.003525035,3.59839311,-3.520894887,-11.49130865,0.480622365,1.082353727,-0.116207533,1.082353727,1.235138036,2.064156793,2.523404575,1.073138561,0.97693611,1
15527,31.16,29.81,29.57,31.87,31.4,69.08,73.66,71.67,74.41,73.83,1.20679109,-0.163755723,-1.423057137,-0.641733196,0.836901513,-1.338135821,-8.594413959,0.254085174,-0.862381299,-0.829398519,-1.159806127,1.290389776,-3.295408058,-4.682995904,-1.409745479,2.617568921,-4.009667869,1.290389776,-2.767329873,1.082835722,0.908575091,-3.806378121,0.247126706,-0.579528982,0.247126706,1.985112943,-0.628034584,0.883757501,0.722473815,2.40560949,1
15529,31.07,31.54,28.61,31.68,31.97,73.43,68.15,67.54,77.68,70.15,-3.478422281,-0.796568479,-3.953835034,2.077634443,0.603062158,-1.886363834,5.000033402,6.49150694,6.606311196,3.203240696,-0.64992994,6.78549056,0.600980122,-0.493876686,5.895011189,1.589375302,0.498807655,6.78549056,0.476089431,-0.060219143,5.000033402,-7.344894748,3.639668665,1.523837828,4.026968988,-10.82487838,0.219366746,0.985028896,-0.472475886,0.79376013,1
15531,30.43,30.76,29.73,30.93,31.59,70,77.26,73.58,70.96,78.1,-2.983140146,1.771176691,1.797493423,1.206370819,-1.879617923,0.127791937,-3.621275683,3.180311963,4.699782675,-6.633115792,-0.82056008,0.423572882,-3.894575571,1.605597077,-0.942480046,-1.057399128,-5.420930208,0.423572882,1.47873916,-0.695289205,-3.621275683,-2.519693354,2.273794612,-1.286421678,2.273794612,-3.156441031,0.118005448,1.650501554,-3.1836948,1.689196433,1
15533,30.55,31.26,31.44,30.69,28.25,70.59,73.69,75.85,76.8,77.84,0.064571743,0.88921796,1.608254381,-0.305438537,0.398036513,1.786753181,-13.48568562,5.583842931,0.597832707,-1.706794777,-0.925804445,2.360078631,-1.626639002,-5.979144086,2.245225514,4.724401639,-3.990338734,2.360078631,-2.812563344,-1.09478351,-13.48568562,-2.597832597,-2.239945385,-0.686220146,-2.239945385,-1.527056001,-0.886629228,-0.981868805,2.012388514,-1.000331205,1
15557,28.19,28.96,29.78,29.31,29.87,71.25,73.63,72.51,73.02,69.2,0.982889573,1.044424292,0.202354998,1.610074101,-0.752069486,0.917632941,-2.454715411,2.804645041,-2.650581296,-1.595895849,0.101057275,-4.377502204,-1.956566612,-0.836305055,-2.754156113,1.357379527,-0.933726481,-4.377502204,1.329832701,-3.350878416,-2.454715411,-4.29958893,0.18627977,1.379665071,0.18627977,5.298399731,-1.572010589,-4.502650413,-2.356756392,-0.02026787,1
15558,29.4,29.16,29.05,29.26,30.06,74.25,67.25,67.85,71.18,71.98,0.232112218,0.343418339,-3.049599017,3.864123991,2.472409904,-0.952105357,6.044063643,-1.382199248,-0.637916519,-0.478369962,-1.006605773,2.690103138,-2.0834528,-3.209820339,1.152661803,0.419712667,-1.915663308,2.690103138,3.585761133,-3.581294284,6.044063643,-0.404282462,4.242764147,0.249207046,1.154006836,6.03837812,-1.141127615,3.250008842,-0.275260195,0.885456478,1
15559,28.61,29.73,28.58,30.36,28.11,70.13,75.82,68.29,75.9,71.54,-0.518665138,-1.149503802,5.102319094,-0.479874168,-0.050234467,-1.30813357,4.757343798,-2.348339295,-0.896221143,0.088799287,-0.495220272,-1.043018935,-1.007268717,-0.866583411,-0.253471816,-0.517954192,-0.390816039,-1.043018935,0.314034021,2.534639029,4.757343798,0.642440972,1.593539092,-0.222075237,2.121733902,2.744738332,-0.710244641,1.295387567,-2.598612496,1.791180825,1
15577,31.55,30.68,29.31,28.34,31.78,67.38,78.22,72.51,71.82,77.03,-1.06379805,0.427342827,0.499001629,3.898839186,-2.270950321,-1.851644431,0.958830276,-3.923428926,-0.676715828,0.846920797,1.208866069,-4.34004644,5.293202968,-0.813409097,-0.0507195,-1.325365177,0.895568946,-4.34004644,-2.453594866,1.514132929,0.958830276,3.148044363,-2.025516324,0.826919966,-2.025516324,6.541980929,-0.872818192,-1.052057419,2.240577605,-0.114979208,1
15578,29.9,30.09,30.67,29.4,28.93,76.37,72.48,75.63,67.01,71.03,-1.166498907,-1.65169783,-3.174452703,4.906405034,-0.931828065,-0.417333135,-1.940759226,-1.29907333,-2.102697319,-0.799181866,-0.06170263,0.004936312,4.074221536,-3.206109209,-1.466558652,-4.469001506,1.112386357,0.004936312,2.825379838,-2.173788125,-1.940759226,16.74508794,-3.555727954,0.406477476,-3.555727954,1.279076053,2.120177953,4.737856025,0.069882458,-1.462039765,1
15580,28.39,28.75,28.64,30.1,31.21,74.87,75.2,67.59,69.48,72.91,2.311195106,1.701086503,-1.262556932,1.990577227,-1.010381679,0.763983749,-6.148596645,-3.125465127,0.093081502,-0.404784499,0.320722273,-2.018486205,1.636258673,-1.772228102,-0.484393344,6.70549163,-4.509625731,-2.018486205,0.350665148,0.237627338,-6.148596645,-11.45265959,-1.257230216,1.396455054,-1.257230216,-6.937027225,-1.647521666,-3.69268907,2.271700534,-0.064599831,1
15581,30.98,28.55,30.51,29.17,31.1,71.12,71.1,74.27,74.92,73.96,2.731750742,-7.292899185,-1.415383215,0.722088836,1.457813206,0.879517511,-7.115022559,-4.038661025,-0.325973795,2.471752674,0.966477923,1.938792177,0.417277242,-2.625469508,-0.376105654,-2.492560422,-0.041951773,1.938792177,2.736957246,1.443335069,-7.115022559,5.789703598,0.965147569,0.411442982,0.965147569,-0.91855148,-0.387701169,-0.869182457,-0.06068681,4.41539518,1
15583,31.45,28.44,31.03,29.13,30.15,76.61,72.64,73.71,70.69,72.99,3.572862014,7.04602652,3.423359598,-0.505566503,1.093291376,0.236678568,6.728498363,-5.25979677,-1.933950639,-0.678638681,-0.158413009,0.371351399,1.431387745,1.908334009,-1.117086853,3.372726843,-2.243100025,-0.348296543,3.078495314,3.248174259,6.728498363,-2.197807238,-2.286111682,0.258325136,-2.286111682,-3.4649506,2.131939826,1.902504141,1.274391212,-2.891744726,1
15590,30.49,30.28,28.56,29.06,28.34,76.45,71.54,77.4,75.73,73.29,-1.218887137,1.968869161,-1.004122617,0.631021518,1.101736538,0.019661849,0.325261254,3.726565296,1.831071947,-4.025215216,0.458348129,-1.184503636,-10.29090578,-0.900901233,-2.495046472,-2.552779963,-2.912744562,-1.184503636,0.44269354,-1.041381853,0.325261254,-2.50266548,1.016681685,0.317320892,4.974564757,5.372130903,2.83040505,0.483049579,-6.585555404,-0.045967646,1
15612,30.74,28.76,28.47,29.33,29.6,73.41,72.2,77.03,75.8,67.18,-1.869641598,0.831650784,0.802540524,-0.848594346,0.381145914,1.296357302,-0.387415461,0.537913466,-0.448651366,0.305202738,1.509092993,-2.448609642,10.25991804,-2.314738917,-1.164097085,1.555342066,-1.458239991,-2.448609642,0.438428918,-0.302909686,-0.387415461,0.488349144,-0.56870365,-0.454094846,2.029215112,5.870909401,1.527042035,1.82387196,-2.057649101,-1.940969906,1
15633,29.37,28.37,29.77,30.78,30.61,70.56,78.16,74.94,71.67,67.35,-4.948343085,0.117487751,0.787305549,-1.214667927,0.63591661,-0.163029221,-3.046209199,3.900346697,2.246535093,0.999192904,-0.30007271,0.059444449,-1.013361599,2.286728038,3.653837377,0.348533825,0.227735047,-0.566011039,2.910773978,0.507864046,-3.046209199,-2.545350027,1.308013931,2.08683093,1.308013931,-7.274872745,1.983295191,-0.046216609,-1.228129192,-0.729512466,1
15634,29.49,30.75,31.16,29.86,31.52,72.75,73.84,68.08,78.86,77.95,-2.037150201,0.710464023,1.732540136,0.300324287,-0.091597795,0.397463588,1.053072154,4.31915282,-4.142016605,-1.506004999,0.168810453,-4.472537326,0.827105529,0.770176593,0.169848527,3.950240228,-1.690976392,-4.472537326,1.017645214,-0.090217669,1.053072154,-3.278294871,3.631967494,0.680734414,3.631967494,5.780309514,2.537107944,0.699535638,0.730459901,1.977188703,1
15635,29.83,31.18,30.29,29.66,28.05,71.78,76.62,74.25,70.7,76.61,1.34848433,2.422796463,-0.111400885,1.815316502,-0.860837154,1.230576739,2.719089268,0.927295404,0.560166847,3.067869281,0.575861315,-1.034719324,5.325729115,1.565205636,2.015947297,2.310029308,-2.54128588,-1.034719324,-0.87548355,-0.880799094,2.719089268,-4.011239714,-4.737477643,0.311555948,1.104736078,-6.508121513,3.090920697,1.854499906,0.018754196,-4.389366263,1
15636,31.01,28.62,29,29.57,31.57,78.41,67.32,70.37,74.55,74.42,1.649091297,-1.167839223,3.926411429,1.960941796,-0.427059941,-0.935847293,0.207127628,-2.464562011,-1.068801689,-0.971900294,0.754034213,0.220309488,1.935984193,-1.922500151,0.924642456,0.669818388,2.966158776,0.220309488,-0.979275245,-1.525536842,0.207127628,5.631463656,-1.422495338,-1.177893796,-1.422495338,6.101453553,-0.814473789,3.009464173,-0.692951508,1.384231825,1
15647,30.38,30.66,31.03,29.69,29.26,68.3,67.33,77.78,76.78,71.08,0.27106347,1.206339672,-0.675553595,-1.235150367,-0.103837338,-0.582446255,-4.581858018,-1.852434428,-0.474138036,2.614226556,1.855128675,0.47613515,-1.078373244,-0.071981059,-2.732245449,0.155071116,-0.729288664,0.47613515,-0.713932887,-0.552350411,0.931614872,-0.996995429,-0.428128659,-0.791764905,-0.428128659,-0.263175052,2.170038579,-0.4825683,-2.167997943,-1.516569857,1
